QuSpin		
Mag#1:   Z2.0-00KW	29.04.2022	13:56:32
Time [s]	Magnetic Field [pT]	Magnetic Field (filtered) [pT]
35.530	-22.580	-21.329
35.535	-21.950	-21.767
35.540	-20.750	-21.950
35.545	-21.800	-21.962
35.550	-22.970	-21.783
35.555	-21.860	-21.725
35.560	-20.240	-21.458
35.565	-21.060	-21.234
35.570	-21.980	-20.818
35.575	-21.590	-21.403
35.580	-20.070	-21.195
35.585	-21.510	-21.671
35.590	-22.690	-21.537
35.595	-21.980	-21.810
35.600	-21.100	-22.190
35.605	-21.850	-22.000
35.610	-23.190	-22.114
35.615	-21.820	-21.702
35.620	-20.560	-21.670
35.625	-20.990	-21.153
35.630	-21.990	-20.951
35.635	-21.300	-21.140
35.640	-20.480	-21.462
35.645	-21.460	-21.577
35.650	-23.030	-22.011
35.655	-21.840	-21.715
35.660	-21.210	-22.202
35.665	-22.290	-22.351
35.670	-23.360	-22.364
35.675	-21.940	-21.928
35.680	-20.590	-21.643
35.685	-21.520	-21.554
35.690	-22.590	-21.550
35.695	-21.170	-21.180
35.700	-20.100	-21.171
35.705	-21.640	-21.580
35.710	-23.320	-22.159
35.715	-21.970	-22.007
35.720	-21.150	-22.304
35.725	-22.290	-22.221
35.730	-23.200	-22.064
35.735	-22.070	-22.159
35.740	-20.680	-21.840
35.745	-21.570	-21.525
35.750	-22.750	-21.607
35.755	-21.700	-21.735
35.760	-20.510	-21.652
35.765	-22.010	-21.947
35.770	-23.490	-22.286
35.775	-22.100	-22.154
35.780	-21.500	-22.675
35.785	-22.400	-22.323
35.790	-23.350	-22.213
35.795	-22.190	-22.281
35.800	-20.490	-21.677
35.805	-21.550	-21.520
35.810	-22.750	-21.568
35.815	-21.240	-21.295
35.820	-20.300	-21.494
35.825	-22.100	-21.976
35.830	-23.140	-21.904
35.835	-22.060	-22.176
35.840	-21.650	-22.810
35.845	-22.300	-22.175
35.850	-23.150	-22.059
35.855	-22.090	-22.220
35.860	-20.570	-21.691
35.865	-21.310	-21.260
35.870	-22.570	-21.472
35.875	-21.310	-21.353
35.880	-20.440	-21.529
35.885	-21.940	-21.850
35.890	-22.790	-21.690
35.895	-22.330	-22.376
35.900	-21.470	-22.492
35.905	-22.510	-22.456
35.910	-23.120	-22.140
35.915	-21.900	-21.997
35.920	-20.430	-21.461
35.925	-21.640	-21.577
35.930	-22.480	-21.456
35.935	-21.700	-21.748
35.940	-20.790	-21.777
35.945	-22.220	-22.136
35.950	-23.290	-22.267
35.955	-21.800	-21.909
35.960	-21.420	-22.423
35.965	-22.610	-22.446
35.970	-23.680	-22.661
35.975	-22.150	-22.333
35.980	-20.960	-22.032
35.985	-21.840	-21.705
35.990	-22.940	-21.882
35.995	-21.400	-21.554
36.000	-20.930	-21.978
36.005	-22.570	-22.337
36.010	-23.190	-22.129
36.015	-22.250	-22.482
36.020	-21.530	-22.551
36.025	-22.790	-22.541
36.030	-23.290	-22.297
36.035	-21.690	-22.001
36.040	-20.850	-21.876
36.045	-21.850	-21.564
36.050	-22.520	-21.529
36.055	-21.100	-21.413
36.060	-20.610	-21.590
36.065	-22.330	-21.953
36.070	-23.350	-22.309
36.075	-22.150	-22.495
36.080	-21.730	-22.732
36.085	-22.700	-22.355
36.090	-23.140	-22.192
36.095	-21.490	-21.891
36.100	-20.700	-21.687
36.105	-21.820	-21.444
36.110	-22.770	-21.778
36.115	-21.330	-21.695
36.120	-20.860	-21.843
36.125	-22.530	-22.115
36.130	-23.490	-22.454
36.135	-22.240	-22.622
36.140	-21.590	-22.612
36.145	-23.060	-22.664
36.150	-23.750	-22.718
36.155	-21.740	-22.191
36.160	-20.940	-22.036
36.165	-22.100	-21.682
36.170	-22.910	-21.827
36.175	-21.340	-21.761
36.180	-20.990	-22.056
36.185	-22.730	-22.254
36.190	-23.630	-22.518
36.195	-22.330	-22.771
36.200	-21.650	-22.747
36.205	-22.870	-22.449
36.210	-23.490	-22.419
36.215	-21.370	-21.853
36.220	-20.900	-22.011
36.225	-22.190	-21.709
36.230	-22.500	-21.437
36.235	-21.200	-21.693
36.240	-20.970	-21.983
36.245	-22.970	-22.401
36.250	-23.420	-22.374
36.255	-22.450	-22.981
36.260	-21.900	-22.897
36.265	-23.130	-22.621
36.270	-23.360	-22.413
36.275	-21.570	-22.133
36.280	-20.710	-21.713
36.285	-22.240	-21.704
36.290	-22.860	-21.847
36.295	-21.140	-21.687
36.300	-20.750	-21.768
36.305	-22.510	-21.931
36.310	-23.600	-22.514
36.315	-22.370	-22.872
36.320	-21.590	-22.667
36.325	-23.190	-22.700
36.330	-23.850	-22.761
36.335	-21.640	-22.181
36.340	-20.820	-21.985
36.345	-22.000	-21.515
36.350	-22.210	-21.115
36.355	-21.050	-21.535
36.360	-20.690	-21.731
36.365	-22.790	-22.239
36.370	-23.570	-22.463
36.375	-21.920	-22.458
36.380	-21.620	-22.709
36.385	-22.910	-22.375
36.390	-23.410	-22.352
36.395	-22.010	-22.534
36.400	-21.050	-22.128
36.405	-22.390	-21.920
36.410	-22.910	-21.856
36.415	-21.910	-22.339
36.420	-21.530	-22.522
36.425	-22.970	-22.528
36.430	-24.040	-23.009
36.435	-22.580	-22.976
36.440	-22.420	-23.411
36.445	-23.820	-23.392
36.450	-23.800	-22.865
36.455	-21.850	-22.369
36.460	-21.750	-22.691
36.465	-22.890	-22.367
36.470	-23.420	-22.504
36.475	-21.860	-22.385
36.480	-21.940	-22.817
36.485	-23.550	-22.967
36.490	-23.980	-23.090
36.495	-22.900	-23.447
36.500	-22.460	-23.318
36.505	-24.170	-23.603
36.510	-24.220	-23.369
36.515	-22.050	-22.706
36.520	-21.720	-22.628
36.525	-23.150	-22.500
36.530	-23.330	-22.444
36.535	-22.040	-22.684
36.540	-22.050	-22.887
36.545	-23.720	-23.033
36.550	-24.100	-23.241
36.555	-23.000	-23.643
36.560	-22.720	-23.543
36.565	-24.210	-23.566
36.570	-24.600	-23.766
36.575	-22.590	-23.269
36.580	-21.730	-22.658
36.585	-23.170	-22.548
36.590	-23.640	-22.707
36.595	-21.970	-22.592
36.600	-22.350	-23.235
36.605	-24.190	-23.482
36.610	-24.090	-23.211
36.615	-23.000	-23.699
36.620	-22.690	-23.535
36.625	-24.350	-23.647
36.630	-24.340	-23.504
36.635	-22.420	-23.175
36.640	-21.620	-22.539
36.645	-23.220	-22.514
36.650	-23.450	-22.531
36.655	-22.120	-22.806
36.660	-22.080	-22.960
36.665	-24.100	-23.358
36.670	-24.430	-23.502
36.675	-22.810	-23.544
36.680	-22.640	-23.564
36.685	-24.140	-23.411
36.690	-24.080	-23.189
36.695	-22.380	-23.141
36.700	-21.800	-22.732
36.705	-23.260	-22.546
36.710	-23.300	-22.397
36.715	-22.000	-22.704
36.720	-22.230	-23.070
36.725	-23.960	-23.207
36.730	-24.510	-23.625
36.735	-22.710	-23.448
36.740	-22.850	-23.725
36.745	-24.280	-23.530
36.750	-24.200	-23.361
36.755	-22.050	-22.867
36.760	-22.140	-23.006
36.765	-23.500	-22.689
36.770	-23.280	-22.466
36.775	-22.040	-22.846
36.780	-22.320	-23.071
36.785	-24.320	-23.450
36.790	-24.570	-23.766
36.795	-22.790	-23.654
36.800	-23.350	-24.116
36.805	-24.100	-23.261
36.810	-24.250	-23.546
36.815	-22.360	-23.212
36.820	-22.010	-22.773
36.825	-23.720	-22.890
36.830	-23.560	-22.802
36.835	-22.000	-22.841
36.840	-22.490	-23.204
36.845	-24.620	-23.694
36.850	-24.570	-23.810
36.855	-23.100	-24.010
36.860	-23.460	-24.181
36.865	-25.070	-24.137
36.870	-24.660	-23.967
36.875	-22.600	-23.595
36.880	-22.460	-23.213
36.885	-23.900	-22.949
36.890	-23.520	-22.809
36.895	-22.420	-23.345
36.900	-22.520	-23.189
36.905	-24.800	-23.823
36.910	-24.720	-23.987
36.915	-23.090	-24.057
36.920	-23.110	-23.852
36.925	-24.770	-23.816
36.930	-24.150	-23.448
36.935	-22.340	-23.345
36.940	-22.370	-23.098
36.945	-24.020	-23.032
36.950	-23.410	-22.720
36.955	-22.480	-23.439
36.960	-22.640	-23.272
36.965	-24.450	-23.481
36.970	-24.200	-23.552
36.975	-22.870	-23.814
36.980	-23.110	-23.733
36.985	-24.560	-23.630
36.990	-24.150	-23.554
36.995	-22.190	-23.165
37.000	-22.170	-22.823
37.005	-23.740	-22.794
37.010	-23.370	-22.731
37.015	-22.250	-23.165
37.020	-22.680	-23.264
37.025	-24.390	-23.449
37.030	-24.500	-23.870
37.035	-23.020	-23.919
37.040	-23.180	-23.810
37.045	-24.530	-23.657
37.050	-24.040	-23.449
37.055	-22.240	-23.156
37.060	-22.250	-22.886
37.065	-23.840	-22.944
37.070	-23.240	-22.631
37.075	-21.770	-22.689
37.080	-22.670	-23.219
37.085	-24.020	-23.066
37.090	-24.330	-23.743
37.095	-23.010	-23.891
37.100	-23.240	-23.815
37.105	-24.390	-23.544
37.110	-23.760	-23.245
37.115	-22.070	-22.964
37.120	-22.290	-22.832
37.125	-23.800	-22.912
37.130	-23.360	-22.826
37.135	-22.170	-23.044
37.140	-22.720	-23.211
37.145	-24.150	-23.259
37.150	-24.040	-23.531
37.155	-22.540	-23.416
37.160	-23.220	-23.705
37.165	-24.680	-23.773
37.170	-23.890	-23.439
37.175	-21.850	-22.844
37.180	-22.150	-22.661
37.185	-23.750	-22.756
37.190	-23.560	-23.021
37.195	-22.150	-23.118
37.200	-23.310	-23.776
37.205	-24.540	-23.530
37.210	-24.720	-24.221
37.215	-22.610	-23.620
37.220	-23.120	-23.665
37.225	-24.340	-23.349
37.230	-23.650	-23.153
37.235	-21.770	-22.816
37.240	-22.140	-22.676
37.245	-23.620	-22.586
37.250	-23.320	-22.776
37.255	-22.010	-23.011
37.260	-22.600	-23.113
37.265	-24.650	-23.591
37.270	-24.270	-23.705
37.275	-22.650	-23.707
37.280	-23.440	-23.981
37.285	-24.650	-23.596
37.290	-23.640	-23.175
37.295	-21.570	-22.713
37.300	-22.220	-22.721
37.305	-23.170	-22.073
37.310	-23.270	-22.768
37.315	-21.970	-22.990
37.320	-22.690	-23.153
37.325	-24.450	-23.391
37.330	-24.180	-23.674
37.335	-22.290	-23.357
37.340	-23.090	-23.601
37.345	-24.540	-23.459
37.350	-23.590	-23.125
37.355	-21.750	-22.890
37.360	-22.040	-22.553
37.365	-23.820	-22.689
37.370	-23.540	-22.987
37.375	-22.050	-23.147
37.380	-22.890	-23.407
37.385	-24.890	-23.734
37.390	-24.150	-23.614
37.395	-22.550	-23.717
37.400	-23.110	-23.644
37.405	-24.520	-23.375
37.410	-23.210	-22.757
37.415	-21.870	-23.052
37.420	-22.190	-22.647
37.425	-23.150	-22.051
37.430	-23.070	-22.620
37.435	-21.990	-23.002
37.440	-22.650	-23.054
37.445	-24.470	-23.425
37.450	-24.100	-23.649
37.455	-22.790	-23.798
37.460	-23.420	-23.848
37.465	-24.430	-23.459
37.470	-22.980	-22.667
37.475	-21.950	-22.959
37.480	-22.490	-22.777
37.485	-23.690	-22.708
37.490	-22.850	-22.595
37.495	-21.730	-22.706
37.500	-22.830	-23.027
37.505	-24.600	-23.552
37.510	-24.300	-24.030
37.515	-22.470	-23.521
37.520	-22.900	-23.231
37.525	-24.470	-23.427
37.530	-23.130	-22.841
37.535	-21.720	-22.820
37.540	-21.870	-22.208
37.545	-23.620	-22.541
37.550	-22.820	-22.463
37.555	-21.490	-22.569
37.560	-22.600	-22.913
37.565	-24.360	-23.219
37.570	-23.620	-23.279
37.575	-22.360	-23.484
37.580	-23.140	-23.461
37.585	-24.160	-23.069
37.590	-22.940	-22.695
37.595	-21.520	-22.652
37.600	-22.040	-22.310
37.605	-23.620	-22.497
37.610	-22.910	-22.619
37.615	-21.850	-22.936
37.620	-22.790	-23.037
37.625	-24.350	-23.235
37.630	-23.440	-23.187
37.635	-22.230	-23.338
37.640	-22.840	-23.094
37.645	-24.220	-23.129
37.650	-22.950	-22.736
37.655	-21.200	-22.363
37.660	-21.710	-21.985
37.665	-23.130	-21.995
37.670	-22.550	-22.254
37.675	-21.140	-22.255
37.680	-22.770	-22.996
37.685	-23.910	-22.748
37.690	-23.190	-22.973
37.695	-21.790	-22.940
37.700	-22.750	-22.960
37.705	-23.550	-22.442
37.710	-22.590	-22.436
37.715	-21.300	-22.411
37.720	-21.800	-21.985
37.725	-23.290	-22.198
37.730	-22.420	-22.221
37.735	-21.360	-22.429
37.740	-22.470	-22.625
37.745	-24.100	-22.983
37.750	-23.030	-22.862
37.755	-22.050	-23.153
37.760	-22.770	-22.925
37.765	-23.890	-22.818
37.770	-22.570	-22.465
37.775	-21.340	-22.444
37.780	-22.120	-22.235
37.785	-23.260	-22.181
37.790	-22.440	-22.327
37.795	-21.550	-22.590
37.800	-22.650	-22.718
37.805	-23.980	-22.915
37.810	-23.050	-22.970
37.815	-22.100	-23.141
37.820	-22.860	-22.933
37.825	-23.610	-22.621
37.830	-22.600	-22.570
37.835	-21.040	-22.071
37.840	-21.990	-22.055
37.845	-23.420	-22.365
37.850	-21.940	-21.898
37.855	-21.670	-22.692
37.860	-23.040	-22.972
37.865	-23.970	-22.930
37.870	-23.100	-23.168
37.875	-21.560	-22.626
37.880	-22.730	-22.690
37.885	-23.820	-22.743
37.890	-22.240	-22.327
37.895	-20.990	-22.125
37.900	-21.970	-21.907
37.905	-22.840	-21.735
37.910	-22.050	-22.107
37.915	-21.280	-22.332
37.920	-22.600	-22.496
37.925	-23.890	-22.797
37.930	-23.270	-23.312
37.935	-21.950	-23.024
37.940	-22.800	-22.798
37.945	-23.450	-22.431
37.950	-22.000	-22.073
37.955	-20.640	-21.720
37.960	-21.830	-21.776
37.965	-22.890	-21.802
37.970	-21.940	-21.982
37.975	-20.910	-21.983
37.980	-22.950	-22.825
37.985	-23.870	-22.728
37.990	-23.130	-23.230
37.995	-21.850	-22.975
38.000	-22.770	-22.710
38.005	-23.650	-22.560
38.010	-21.850	-21.982
38.015	-20.700	-21.856
38.020	-21.530	-21.438
38.025	-22.610	-21.482
38.030	-21.730	-21.795
38.035	-20.710	-21.811
38.040	-22.390	-22.277
38.045	-23.800	-22.623
38.050	-22.670	-22.746
38.055	-21.450	-22.633
38.060	-22.400	-22.357
38.065	-23.360	-22.209
38.070	-21.680	-21.777
38.075	-20.300	-21.519
38.080	-21.400	-21.339
38.085	-22.650	-21.431
38.090	-21.250	-21.315
38.095	-21.150	-22.297
38.100	-22.250	-22.110
38.105	-23.280	-22.145
38.110	-22.020	-22.163
38.115	-21.410	-22.511
38.120	-22.140	-22.004
38.125	-22.910	-21.871
38.130	-21.450	-21.627
38.135	-20.490	-21.551
38.140	-21.760	-21.579
38.145	-22.560	-21.508
38.150	-21.520	-21.699
38.155	-20.370	-21.425
38.160	-22.040	-21.840
38.165	-23.250	-22.134
38.170	-22.150	-22.315
38.175	-20.970	-22.091
38.180	-22.180	-22.036
38.185	-22.910	-21.814
38.190	-20.980	-21.204
38.195	-20.230	-21.367
38.200	-21.390	-21.160
38.205	-22.340	-21.215
38.210	-21.620	-21.799
38.215	-20.760	-21.829
38.220	-22.630	-22.392
38.225	-23.190	-22.099
38.230	-22.120	-22.369
38.235	-21.070	-22.154
38.240	-22.340	-22.106
38.245	-22.800	-21.755
38.250	-21.180	-21.479
38.255	-20.490	-21.550
38.260	-21.480	-21.196
38.265	-22.460	-21.416
38.270	-21.220	-21.487
38.275	-20.620	-21.639
38.280	-22.320	-21.998
38.285	-23.440	-22.360
38.290	-22.050	-22.350
38.295	-21.470	-22.533
38.300	-22.420	-22.131
38.305	-22.830	-21.834
38.310	-21.080	-21.440
38.315	-20.160	-21.207
38.320	-21.670	-21.310
38.325	-22.420	-21.361
38.330	-21.440	-21.769
38.335	-20.940	-21.944
38.340	-22.590	-22.213
38.345	-23.390	-22.354
38.350	-22.190	-22.548
38.355	-21.430	-22.454
38.360	-22.550	-22.215
38.365	-22.810	-21.846
38.370	-21.490	-21.864
38.375	-20.350	-21.352
38.380	-21.640	-21.309
38.385	-22.550	-21.535
38.390	-21.250	-21.562
38.395	-20.980	-21.953
38.400	-22.680	-22.298
38.405	-23.350	-22.346
38.410	-21.900	-22.291
38.415	-21.200	-22.213
38.420	-22.170	-21.815
38.425	-22.740	-21.770
38.430	-20.970	-21.371
38.435	-20.140	-21.161
38.440	-21.260	-20.896
38.445	-22.100	-21.086
38.450	-21.260	-21.566
38.455	-20.630	-21.595
38.460	-22.440	-22.087
38.465	-23.300	-22.277
38.470	-21.950	-22.288
38.475	-21.070	-22.109
38.480	-22.320	-22.007
38.485	-22.580	-21.588
38.490	-21.260	-21.609
38.495	-20.070	-21.104
38.500	-21.540	-21.224
38.505	-22.480	-21.416
38.510	-21.090	-21.389
38.515	-20.630	-21.674
38.520	-22.330	-21.978
38.525	-22.890	-21.830
38.530	-21.720	-22.066
38.535	-21.020	-22.061
38.540	-22.270	-21.934
38.545	-22.460	-21.472
38.550	-20.680	-21.095
38.555	-19.950	-20.980
38.560	-21.350	-20.942
38.565	-21.990	-20.962
38.570	-20.930	-21.310
38.575	-20.490	-21.471
38.580	-22.290	-21.856
38.585	-23.070	-22.040
38.590	-21.400	-21.843
38.595	-20.960	-21.995
38.600	-22.150	-21.711
38.605	-21.850	-20.915
38.610	-20.450	-20.965
38.615	-20.000	-20.927
38.620	-21.500	-20.972
38.625	-22.160	-21.214
38.630	-20.920	-21.419
38.635	-21.020	-21.897
38.640	-22.570	-22.007
38.645	-23.340	-22.425
38.650	-21.300	-21.888
38.655	-21.100	-22.044
38.660	-22.550	-21.942
38.665	-22.730	-21.811
38.670	-20.470	-21.165
38.675	-20.150	-21.127
38.680	-21.660	-20.962
38.685	-21.990	-21.023
38.690	-20.480	-21.177
38.695	-20.640	-21.557
38.700	-22.720	-21.934
38.705	-23.200	-22.226
38.710	-21.410	-22.195
38.715	-21.040	-22.032
38.720	-22.390	-21.635
38.725	-22.350	-21.414
38.730	-20.280	-21.102
38.735	-20.000	-20.974
38.740	-21.650	-20.831
38.745	-22.070	-21.085
38.750	-20.670	-21.451
38.755	-20.440	-21.397
38.760	-22.430	-21.619
38.765	-23.120	-22.099
38.770	-21.650	-22.404
38.775	-21.020	-22.050
38.780	-22.110	-21.436
38.785	-22.440	-21.460
38.790	-20.450	-21.152
38.795	-20.230	-21.231
38.800	-21.600	-20.915
38.805	-21.780	-20.816
38.810	-20.530	-21.192
38.815	-20.440	-21.353
38.820	-22.380	-21.673
38.825	-22.920	-21.957
38.830	-21.300	-21.982
38.835	-20.950	-21.916
38.840	-22.200	-21.556
38.845	-22.240	-21.329
38.850	-20.120	-20.830
38.855	-19.940	-20.887
38.860	-21.630	-20.909
38.865	-21.730	-20.794
38.870	-20.390	-21.098
38.875	-20.270	-21.169
38.880	-22.560	-21.785
38.885	-22.670	-21.725
38.890	-20.850	-21.647
38.895	-20.870	-21.807
38.900	-21.920	-21.159
38.905	-21.600	-20.762
38.910	-19.600	-20.434
38.915	-19.390	-20.264
38.920	-20.940	-20.123
38.925	-21.770	-20.848
38.930	-20.650	-21.361
38.935	-20.450	-21.326
38.940	-22.270	-21.543
38.945	-22.370	-21.484
38.950	-20.910	-21.630
38.955	-20.430	-21.327
38.960	-21.820	-21.145
38.965	-21.670	-20.823
38.970	-19.890	-20.611
38.975	-19.420	-20.308
38.980	-21.580	-20.838
38.985	-21.530	-20.616
38.990	-20.620	-21.320
38.995	-20.560	-21.401
39.000	-22.350	-21.624
39.005	-22.490	-21.634
39.010	-20.950	-21.673
39.015	-20.750	-21.604
39.020	-22.100	-21.402
39.025	-22.020	-21.207
39.030	-19.800	-20.573
39.035	-19.720	-20.584
39.040	-21.450	-20.663
39.045	-21.250	-20.405
39.050	-20.470	-21.211
39.055	-20.710	-21.453
39.060	-22.650	-21.848
39.065	-22.810	-22.026
39.070	-21.070	-21.875
39.075	-21.000	-21.798
39.080	-22.250	-21.476
39.085	-21.990	-21.249
39.090	-20.240	-21.056
39.095	-20.050	-20.820
39.100	-21.820	-21.003
39.105	-21.740	-20.963
39.110	-20.560	-21.351
39.115	-20.900	-21.611
39.120	-22.860	-22.005
39.125	-22.950	-22.196
39.130	-21.110	-21.976
39.135	-21.350	-22.106
39.140	-22.250	-21.427
39.145	-21.880	-21.212
39.150	-19.920	-20.805
39.155	-20.050	-20.748
39.160	-21.650	-20.760
39.165	-21.820	-21.098
39.170	-20.580	-21.418
39.175	-21.000	-21.663
39.180	-22.940	-22.041
39.185	-23.120	-22.399
39.190	-21.370	-22.257
39.195	-21.250	-22.003
39.200	-22.540	-21.698
39.205	-22.040	-21.349
39.210	-20.330	-21.219
39.215	-20.650	-21.335
39.220	-21.890	-21.014
39.225	-21.840	-21.176
39.230	-20.660	-21.496
39.235	-21.250	-21.844
39.240	-23.290	-22.372
39.245	-22.870	-22.252
39.250	-21.440	-22.366
39.255	-21.130	-21.782
39.260	-22.560	-21.689
39.265	-22.340	-21.702
39.270	-20.200	-21.125
39.275	-20.520	-21.198
39.280	-21.680	-20.780
39.285	-21.920	-21.241
39.290	-20.650	-21.488
39.295	-21.160	-21.786
39.300	-22.970	-22.079
39.305	-22.740	-22.093
39.310	-21.070	-21.974
39.315	-21.510	-22.148
39.320	-22.320	-21.460
39.325	-22.170	-21.589
39.330	-20.300	-21.186
39.335	-20.340	-20.969
39.340	-21.850	-20.981
39.345	-21.700	-21.066
39.350	-20.260	-21.116
39.355	-20.970	-21.555
39.360	-22.890	-21.956
39.365	-22.810	-22.175
39.370	-21.200	-22.124
39.375	-21.290	-21.944
39.380	-22.740	-21.838
39.385	-21.940	-21.343
39.390	-20.090	-21.066
39.395	-20.240	-20.875
39.400	-21.930	-20.956
39.405	-21.590	-20.950
39.410	-20.440	-21.382
39.415	-21.100	-21.672
39.420	-23.330	-22.298
39.425	-22.740	-22.132
39.430	-21.010	-22.074
39.435	-21.090	-21.731
39.440	-22.320	-21.313
39.445	-21.670	-21.088
39.450	-19.690	-20.756
39.455	-20.010	-20.629
39.460	-21.810	-20.735
39.465	-21.600	-20.953
39.470	-20.530	-21.542
39.475	-21.150	-21.726
39.480	-23.000	-21.946
39.485	-22.240	-21.674
39.490	-20.730	-21.806
39.495	-20.870	-21.451
39.500	-22.030	-21.018
39.505	-21.330	-20.812
39.510	-19.740	-20.777
39.515	-19.880	-20.425
39.520	-21.540	-20.521
39.525	-21.450	-20.869
39.530	-19.950	-20.933
39.535	-20.750	-21.289
39.540	-22.600	-21.559
39.545	-22.440	-21.854
39.550	-20.340	-21.401
39.555	-20.940	-21.553
39.560	-22.040	-21.010
39.565	-21.070	-20.549
39.570	-19.570	-20.638
39.575	-19.920	-20.444
39.580	-21.940	-20.847
39.585	-21.360	-20.808
39.590	-20.350	-21.399
39.595	-20.980	-21.468
39.600	-22.490	-21.434
39.605	-21.970	-21.489
39.610	-20.530	-21.576
39.615	-20.710	-21.209
39.620	-21.900	-20.913
39.625	-21.090	-20.649
39.630	-19.510	-20.529
39.635	-20.050	-20.495
39.640	-21.590	-20.567
39.645	-21.330	-20.860
39.650	-20.000	-20.984
39.655	-21.080	-21.486
39.660	-22.680	-21.638
39.665	-21.830	-21.440
39.670	-20.410	-21.470
39.675	-20.890	-21.283
39.680	-22.180	-21.146
39.685	-21.120	-20.783
39.690	-19.440	-20.532
39.695	-20.190	-20.535
39.700	-21.540	-20.450
39.705	-21.020	-20.674
39.710	-19.970	-21.013
39.715	-21.070	-21.343
39.720	-22.720	-21.620
39.725	-22.130	-21.829
39.730	-20.360	-21.479
39.735	-20.990	-21.326
39.740	-22.000	-20.926
39.745	-21.060	-20.783
39.750	-18.930	-20.085
39.755	-19.740	-20.070
39.760	-21.670	-20.471
39.765	-21.160	-20.772
39.770	-19.860	-21.020
39.775	-21.060	-21.389
39.780	-22.290	-21.113
39.785	-21.620	-21.305
39.790	-20.200	-21.362
39.795	-20.900	-21.216
39.800	-21.890	-20.776
39.805	-20.790	-20.543
39.810	-19.120	-20.282
39.815	-20.120	-20.371
39.820	-21.350	-20.191
39.825	-21.510	-21.193
39.830	-20.160	-21.228
39.835	-20.920	-21.229
39.840	-22.830	-21.720
39.845	-22.400	-22.021
39.850	-20.590	-21.702
39.855	-21.230	-21.646
39.860	-21.790	-20.764
39.865	-21.010	-20.679
39.870	-19.110	-20.183
39.875	-19.910	-20.276
39.880	-21.610	-20.508
39.885	-21.120	-20.713
39.890	-19.820	-20.887
39.895	-20.880	-21.242
39.900	-22.330	-21.233
39.905	-21.490	-21.138
39.910	-20.250	-21.337
39.915	-21.160	-21.479
39.920	-22.250	-21.178
39.925	-21.260	-20.990
39.930	-19.400	-20.530
39.935	-19.800	-20.141
39.940	-21.350	-20.243
39.945	-21.390	-20.972
39.950	-19.990	-21.025
39.955	-20.950	-21.339
39.960	-22.870	-21.770
39.965	-21.470	-21.100
39.970	-20.220	-21.359
39.975	-20.820	-21.183
39.980	-21.820	-20.735
39.985	-21.020	-20.701
39.990	-18.700	-19.865
39.995	-20.260	-20.586
40.000	-21.640	-20.418
0.000	-20.650	-20.349
0.000	-19.490	-20.697
0.000	-21.260	-21.454
0.000	-22.320	-21.070
0.000	-21.720	-21.532
0.000	-20.270	-21.492
0.000	-20.840	-21.059
0.000	-21.790	-20.640
0.000	-20.740	-20.575
0.000	-18.950	-20.147
0.000	-20.220	-20.390
0.000	-22.060	-20.798
0.000	-20.880	-20.693
0.000	-19.950	-21.186
0.000	-21.120	-21.246
0.000	-22.540	-21.287
0.000	-21.250	-21.146
0.000	-20.040	-21.299
0.000	-21.290	-21.360
0.000	-21.990	-20.772
0.000	-20.620	-20.633
0.000	-19.530	-20.753
0.000	-20.150	-20.159
0.000	-21.390	-20.213
0.000	-20.840	-20.790
0.000	-19.770	-20.884
0.000	-21.430	-21.410
0.000	-22.350	-21.211
0.000	-20.860	-20.941
0.000	-20.060	-21.197
0.000	-20.770	-20.691
0.000	-21.970	-20.867
0.000	-20.350	-20.469
0.000	-18.800	-19.980
0.000	-20.320	-20.204
0.000	-21.480	-20.272
0.000	-20.740	-20.818
0.000	-19.570	-20.738
0.000	-21.260	-21.138
0.000	-22.630	-21.400
0.000	-21.470	-21.568
0.000	-20.220	-21.450
0.000	-20.700	-20.672
0.000	-21.890	-20.723
0.000	-20.350	-20.409
0.000	-19.340	-20.525
0.000	-20.370	-20.312
0.000	-21.330	-20.177
0.000	-20.400	-20.453
0.000	-19.500	-20.610
0.000	-21.190	-21.073
0.000	-22.090	-20.953
0.000	-21.100	-21.215
0.000	-19.690	-20.835
0.000	-20.840	-20.757
0.000	-21.330	-20.242
0.000	-20.190	-20.320
0.000	-18.760	-19.875
0.000	-19.690	-19.616
0.000	-21.200	-20.071
0.000	-20.220	-20.241
0.000	-19.680	-20.745
0.000	-21.110	-21.018
0.000	-22.030	-20.954
0.000	-20.700	-20.817
0.000	-19.500	-20.603
0.000	-20.600	-20.505
0.000	-21.560	-20.472
0.000	-20.010	-20.143
0.000	-18.850	-19.979
0.000	-20.090	-19.966
0.000	-21.500	-20.338
0.000	-20.650	-20.711
0.000	-19.740	-20.857
0.000	-21.210	-21.111
0.000	-22.480	-21.322
0.000	-21.190	-21.277
0.000	-20.120	-21.284
0.000	-20.870	-20.823
0.000	-21.550	-20.460
0.000	-20.090	-20.194
0.000	-19.100	-20.209
0.000	-20.220	-20.119
0.000	-21.840	-20.688
0.000	-20.430	-20.498
0.000	-19.300	-20.473
0.000	-21.090	-20.977
0.000	-22.250	-21.022
0.000	-20.950	-21.059
0.000	-19.820	-21.053
0.000	-20.830	-20.747
0.000	-21.470	-20.300
0.000	-20.250	-20.369
0.000	-18.970	-20.155
0.000	-20.500	-20.377
0.000	-21.620	-20.409
0.000	-20.120	-20.258
0.000	-19.780	-20.946
0.000	-21.550	-21.310
