QuSpin		
Mag#1:   Z2.0-00KW	29.04.2022	13:56:32
Time [s]	Magnetic Field [pT]	Magnetic Field (filtered) [pT]
17.460	-22.190	-21.344
17.465	-20.440	-21.134
17.470	-20.550	-21.386
17.475	-22.100	-21.381
17.480	-22.070	-21.252
17.485	-20.360	-21.108
17.490	-20.540	-21.342
17.495	-21.940	-21.179
17.500	-21.950	-21.172
17.505	-20.230	-21.013
17.510	-20.350	-21.123
17.515	-22.070	-21.257
17.520	-21.700	-20.951
17.525	-20.150	-20.997
17.530	-20.460	-21.177
17.535	-21.620	-20.781
17.540	-21.500	-20.827
17.545	-19.830	-20.688
17.550	-19.640	-20.343
17.555	-21.290	-20.444
17.560	-21.130	-20.430
17.565	-19.530	-20.390
17.570	-19.950	-20.622
17.575	-21.500	-20.610
17.580	-21.180	-20.529
17.585	-19.150	-20.098
17.590	-19.370	-20.053
17.595	-20.900	-19.950
17.600	-20.490	-19.836
17.605	-19.120	-20.072
17.610	-19.100	-19.751
17.615	-20.650	-19.718
17.620	-20.720	-20.051
17.625	-19.090	-20.006
17.630	-19.790	-20.418
17.635	-20.920	-19.997
17.640	-20.420	-19.855
17.645	-18.700	-19.662
17.650	-18.650	-19.256
17.655	-20.210	-19.274
17.660	-20.260	-19.629
17.665	-18.320	-19.265
17.670	-18.480	-19.148
17.675	-19.640	-18.737
17.680	-20.020	-19.338
17.685	-18.030	-18.919
17.690	-18.320	-19.029
17.695	-20.170	-19.248
17.700	-19.750	-19.039
17.705	-17.940	-18.899
17.710	-18.390	-19.096
17.715	-19.700	-18.748
17.720	-19.180	-18.527
17.725	-17.390	-18.382
17.730	-17.800	-18.456
17.735	-19.200	-18.215
17.740	-18.950	-18.311
17.745	-17.480	-18.451
17.750	-17.670	-18.304
17.755	-19.170	-18.215
17.760	-19.280	-18.621
17.765	-16.970	-17.953
17.770	-17.760	-18.434
17.775	-19.270	-18.253
17.780	-18.400	-17.787
17.785	-16.830	-17.889
17.790	-17.020	-17.641
17.795	-18.430	-17.405
17.800	-18.240	-17.625
17.805	-16.800	-17.796
17.810	-17.150	-17.748
17.815	-18.740	-17.744
17.820	-18.250	-17.665
17.825	-16.520	-17.539
17.830	-16.900	-17.494
17.835	-18.440	-17.426
17.840	-17.450	-16.915
17.845	-15.920	-16.980
17.850	-16.430	-16.952
17.855	-17.800	-16.753
17.860	-17.590	-17.067
17.865	-16.070	-17.092
17.870	-16.320	-16.853
17.875	-18.210	-17.177
17.880	-17.580	-17.037
17.885	-15.440	-16.537
17.890	-16.050	-16.625
17.895	-17.720	-16.607
17.900	-16.820	-16.280
17.905	-15.400	-16.530
17.910	-15.850	-16.376
17.915	-17.090	-15.999
17.920	-16.630	-16.133
17.925	-15.240	-16.309
17.930	-15.740	-16.221
17.935	-17.200	-16.143
17.940	-16.890	-16.401
17.945	-15.240	-16.286
17.950	-15.600	-16.109
17.955	-17.000	-15.981
17.960	-16.140	-15.677
17.965	-14.530	-15.585
17.970	-15.360	-15.803
17.975	-16.790	-15.720
17.980	-16.020	-15.605
17.985	-14.500	-15.586
17.990	-15.170	-15.577
17.995	-16.680	-15.590
18.000	-15.700	-15.327
18.005	-14.260	-15.375
18.010	-14.690	-15.073
18.015	-16.180	-15.086
18.020	-15.100	-14.757
18.025	-13.730	-14.850
18.030	-14.490	-14.814
18.035	-15.910	-14.790
18.040	-15.340	-15.011
18.045	-13.690	-14.813
18.050	-14.520	-14.852
18.055	-15.820	-14.703
18.060	-15.070	-14.758
18.065	-13.050	-14.217
18.070	-14.120	-14.449
18.075	-15.290	-14.124
18.080	-14.130	-13.865
18.085	-12.790	-13.977
18.090	-13.500	-13.761
18.095	-15.300	-14.094
18.100	-14.540	-14.247
18.105	-12.920	-14.132
18.110	-13.670	-13.979
18.115	-15.010	-13.818
18.120	-14.020	-13.740
18.125	-12.570	-13.772
18.130	-13.230	-13.521
18.135	-14.700	-13.515
18.140	-13.770	-13.489
18.145	-12.350	-13.538
18.150	-13.050	-13.337
18.155	-14.040	-12.906
18.160	-13.430	-13.165
18.165	-11.840	-12.968
18.170	-12.670	-12.948
18.175	-14.040	-12.918
18.180	-13.340	-13.058
18.185	-11.720	-12.848
18.190	-12.770	-13.048
18.195	-13.890	-12.770
18.200	-12.650	-12.434
18.205	-11.120	-12.284
18.210	-12.070	-12.289
18.215	-13.410	-12.247
18.220	-12.670	-12.445
18.225	-11.240	-12.392
18.230	-12.090	-12.319
18.235	-13.430	-12.287
18.240	-12.470	-12.253
18.245	-11.200	-12.339
18.250	-11.390	-11.655
18.255	-12.870	-11.783
18.260	-11.990	-11.721
18.265	-10.460	-11.563
18.270	-11.440	-11.709
18.275	-12.750	-11.643
18.280	-11.520	-11.292
18.285	-10.050	-11.197
18.290	-11.270	-11.476
18.295	-12.570	-11.403
18.300	-11.230	-11.068
18.305	-10.010	-11.199
18.310	-10.850	-11.008
18.315	-11.850	-10.702
18.320	-11.040	-10.901
18.325	-9.470	-10.625
18.330	-10.400	-10.560
18.335	-11.640	-10.495
18.340	-10.570	-10.429
18.345	-9.170	-10.330
18.350	-10.240	-10.377
18.355	-11.630	-10.456
18.360	-10.280	-10.170
18.365	-9.070	-10.264
18.370	-10.100	-10.198
18.375	-11.250	-10.070
18.380	-9.880	-9.826
18.385	-8.770	-9.963
18.390	-9.400	-9.474
18.395	-11.000	-9.817
18.400	-10.240	-10.117
18.405	-8.710	-9.888
18.410	-9.850	-9.981
18.415	-11.190	-10.000
18.420	-9.900	-9.790
18.425	-8.400	-9.627
18.430	-9.500	-9.620
18.435	-10.540	-9.334
18.440	-9.400	-9.312
18.445	-8.030	-9.247
18.450	-8.940	-9.046
18.455	-10.650	-9.414
18.460	-9.260	-9.149
18.465	-7.660	-8.945
18.470	-8.670	-8.809
18.475	-10.140	-8.854
18.480	-8.840	-8.711
18.485	-7.830	-9.101
18.490	-8.870	-8.973
18.495	-9.560	-8.352
18.500	-8.490	-8.440
18.505	-7.240	-8.440
18.510	-8.470	-8.506
18.515	-9.410	-8.230
18.520	-8.200	-8.201
18.525	-7.340	-8.493
18.530	-8.580	-8.537
18.535	-9.330	-8.207
18.540	-8.110	-8.198
18.545	-6.870	-8.005
18.550	-8.220	-8.123
18.555	-9.040	-7.918
18.560	-7.910	-8.031
18.565	-6.670	-7.798
18.570	-7.390	-7.319
18.575	-8.770	-7.659
18.580	-7.570	-7.624
18.585	-6.430	-7.546
18.590	-7.830	-7.756
18.595	-8.720	-7.604
18.600	-7.660	-7.744
18.605	-6.580	-7.684
18.610	-7.710	-7.627
18.615	-8.490	-7.415
18.620	-7.100	-7.228
18.625	-5.900	-7.006
18.630	-7.200	-7.074
18.635	-8.380	-7.255
18.640	-7.310	-7.414
18.645	-6.050	-7.180
18.650	-7.250	-7.161
18.655	-8.100	-6.989
18.660	-7.070	-7.164
18.665	-6.090	-7.181
18.670	-6.980	-6.904
18.675	-7.740	-6.698
18.680	-6.590	-6.689
18.685	-5.560	-6.602
18.690	-6.830	-6.722
18.695	-7.520	-6.495
18.700	-6.490	-6.613
18.705	-5.410	-6.433
18.710	-6.820	-6.684
18.715	-7.850	-6.801
18.720	-6.620	-6.757
18.725	-5.540	-6.603
18.730	-6.470	-6.364
18.735	-7.680	-6.619
18.740	-6.070	-6.195
18.745	-4.890	-6.005
18.750	-5.950	-5.852
18.755	-7.400	-6.259
18.760	-6.100	-6.170
18.765	-4.850	-6.017
18.770	-6.420	-6.335
18.775	-7.060	-5.898
18.780	-5.550	-5.695
18.785	-4.320	-5.521
18.790	-5.610	-5.479
18.795	-6.450	-5.265
18.800	-5.410	-5.539
18.805	-4.590	-5.737
18.810	-5.500	-5.382
18.815	-6.620	-5.493
18.820	-5.340	-5.454
18.825	-4.160	-5.304
18.830	-5.540	-5.427
18.835	-6.560	-5.405
18.840	-4.770	-4.931
18.845	-3.950	-5.133
18.850	-5.440	-5.245
18.855	-6.100	-4.931
18.860	-4.810	-5.033
18.865	-3.630	-4.813
18.870	-4.770	-4.579
18.875	-5.970	-4.786
18.880	-4.430	-4.623
18.885	-3.920	-5.080
18.890	-5.050	-4.832
18.895	-5.750	-4.630
18.900	-4.100	-4.368
18.905	-3.420	-4.545
18.910	-4.760	-4.471
18.915	-5.570	-4.455
18.920	-3.950	-4.269
18.925	-3.520	-4.618
18.930	-4.670	-4.331
18.935	-5.380	-4.314
18.940	-3.770	-4.140
18.945	-3.250	-4.310
18.950	-4.650	-4.254
18.955	-5.140	-4.105
18.960	-3.980	-4.381
18.965	-3.160	-4.181
18.970	-4.510	-4.118
18.975	-4.950	-3.958
18.980	-3.810	-4.207
18.985	-2.760	-3.760
18.990	-4.270	-3.890
18.995	-5.060	-4.042
19.000	-3.490	-3.881
19.005	-3.010	-4.024
19.010	-4.200	-3.806
19.015	-4.640	-3.666
19.020	-3.070	-3.502
19.025	-2.650	-3.620
19.030	-3.840	-3.405
19.035	-4.370	-3.427
19.040	-2.720	-3.186
19.045	-1.970	-2.948
19.050	-3.610	-3.136
19.055	-4.350	-3.342
19.060	-2.870	-3.338
19.065	-2.190	-3.208
19.070	-3.720	-3.249
19.075	-4.250	-3.232
19.080	-3.050	-3.507
19.085	-2.220	-3.236
19.090	-3.510	-3.084
19.095	-4.030	-3.035
19.100	-2.460	-2.907
19.105	-2.230	-3.206
19.110	-3.260	-2.815
19.115	-3.880	-2.934
19.120	-2.400	-2.847
19.125	-2.250	-3.167
19.130	-3.930	-3.424
19.135	-3.910	-3.016
19.140	-2.450	-3.005
19.145	-1.980	-2.877
19.150	-3.170	-2.636
19.155	-3.910	-3.009
19.160	-2.300	-2.826
19.165	-1.520	-2.463
19.170	-3.050	-2.542
19.175	-3.390	-2.451
19.180	-2.030	-2.545
19.185	-1.440	-2.382
19.190	-3.040	-2.521
19.195	-3.670	-2.702
19.200	-1.860	-2.397
19.205	-1.620	-2.597
19.210	-2.870	-2.332
19.215	-3.570	-2.593
19.220	-1.540	-2.106
19.225	-1.030	-2.057
19.230	-2.550	-1.987
19.235	-3.190	-2.150
19.240	-1.740	-2.283
19.245	-1.420	-2.439
19.250	-2.650	-2.117
19.255	-3.220	-2.219
19.260	-1.860	-2.373
19.265	-1.140	-2.149
19.270	-2.370	-1.899
19.275	-2.870	-1.884
19.280	-1.320	-1.798
19.285	-1.000	-1.977
19.290	-2.590	-2.086
19.295	-2.790	-1.828
19.300	-1.790	-2.277
19.305	-1.210	-2.141
19.310	-2.470	-2.008
19.315	-3.150	-2.217
19.320	-1.370	-1.845
19.325	-0.670	-1.651
19.330	-2.320	-1.846
19.335	-2.640	-1.658
19.340	-0.740	-1.266
19.345	-0.450	-1.452
19.350	-2.180	-1.617
19.355	-2.420	-1.419
19.360	-1.220	-1.774
19.365	-0.670	-1.651
19.370	-2.070	-1.533
19.375	-2.590	-1.613
19.380	-0.910	-1.457
19.385	-0.090	-1.113
19.390	-1.640	-1.121
19.395	-2.090	-1.067
19.400	-0.520	-1.047
19.405	-0.410	-1.405
19.410	-1.680	-1.142
19.415	-2.220	-1.240
19.420	-0.590	-1.131
19.425	-0.250	-1.230
19.430	-1.790	-1.237
19.435	-1.890	-0.938
19.440	-0.490	-1.063
19.445	0.040	-0.912
19.450	-1.140	-0.605
19.455	-1.420	-0.509
19.460	0.290	-0.276
19.465	-0.010	-0.881
19.470	-1.440	-0.819
19.475	-1.970	-1.089
19.480	-0.170	-0.800
19.485	-0.440	-1.295
19.490	-1.940	-1.259
19.495	-1.740	-0.928
19.500	0.330	-0.439
19.505	0.400	-0.445
19.510	-1.400	-0.598
19.515	-1.450	-0.599
19.520	0.100	-0.711
19.525	0.230	-0.613
19.530	-1.430	-0.610
19.535	-1.620	-0.769
19.540	0.270	-0.571
19.545	0.430	-0.445
19.550	-1.530	-0.662
19.555	-1.240	-0.374
19.560	0.260	-0.630
19.565	0.550	-0.317
19.570	-1.040	-0.174
19.575	-1.150	-0.289
19.580	0.500	-0.364
19.585	0.450	-0.398
19.590	-1.160	-0.289
19.595	-1.120	-0.287
19.600	0.430	-0.440
19.605	0.250	-0.553
19.610	-0.940	-0.090
19.615	-0.950	-0.188
19.620	0.460	-0.373
19.625	0.480	-0.265
19.630	-0.620	0.170
19.635	-1.200	-0.449
19.640	0.730	-0.043
19.645	0.620	-0.150
19.650	-0.860	-0.082
19.655	-0.980	-0.212
19.660	0.790	0.003
19.665	0.700	-0.075
19.670	-1.260	-0.431
19.675	-1.030	-0.245
19.680	0.560	-0.288
19.685	0.610	-0.177
19.690	-0.970	-0.130
19.695	-0.960	-0.176
19.700	0.990	0.121
19.705	0.830	0.030
19.710	-0.790	0.089
19.715	-1.000	-0.183
19.720	0.580	-0.273
19.725	0.320	-0.471
19.730	-1.090	-0.235
19.735	-1.350	-0.554
19.740	0.700	-0.166
19.745	0.460	-0.353
19.750	-0.770	0.078
19.755	-0.570	0.192
19.760	0.930	0.079
19.765	1.110	0.339
19.770	-1.040	-0.163
19.775	-0.880	-0.074
19.780	1.110	0.195
19.785	0.730	-0.076
19.790	-1.100	-0.145
19.795	-0.520	0.255
19.800	1.180	0.184
19.805	1.150	0.367
19.810	-0.760	0.244
19.815	-0.510	0.279
19.820	1.210	0.198
19.825	1.220	0.419
19.830	-0.550	0.451
19.835	-0.170	0.613
19.840	0.970	0.001
19.845	0.750	0.023
19.850	-0.920	0.051
19.855	-0.550	0.158
19.860	1.470	0.455
19.865	1.120	0.397
19.870	-0.520	0.501
19.875	-0.140	0.562
19.880	1.630	0.592
19.885	1.500	0.784
19.890	-0.650	0.415
19.895	-0.130	0.598
19.900	1.320	0.258
19.905	1.010	0.312
19.910	-0.780	0.289
19.915	-0.370	0.322
19.920	1.540	0.447
19.925	1.160	0.461
19.930	-0.370	0.710
19.935	-0.020	0.656
19.940	1.680	0.601
19.945	1.160	0.504
19.950	-0.600	0.497
19.955	-0.330	0.334
19.960	1.320	0.238
19.965	0.880	0.232
19.970	-0.480	0.577
19.975	-0.120	0.497
19.980	1.690	0.624
19.985	1.010	0.410
19.990	-0.250	0.804
19.995	0.080	0.648
20.000	1.900	0.840
0.000	1.550	0.964
0.000	-0.460	0.624
0.000	-0.050	0.564
0.000	1.400	0.338
0.000	0.900	0.315
0.000	-0.590	0.464
0.000	-0.320	0.262
0.000	1.460	0.409
0.000	1.110	0.512
0.000	-0.180	0.833
0.000	-0.040	0.549
0.000	1.520	0.537
0.000	1.270	0.675
0.000	-0.330	0.640
0.000	-0.020	0.579
0.000	1.580	0.617
0.000	1.110	0.520
0.000	-0.700	0.288
0.000	0.240	0.799
0.000	1.440	0.440
0.000	1.130	0.596
0.000	-0.580	0.420
0.000	0.100	0.623
0.000	1.580	0.567
0.000	1.340	0.808
0.000	-0.720	0.316
0.000	0.060	0.604
0.000	1.410	0.367
0.000	0.900	0.382
0.000	-0.410	0.612
0.000	0.190	0.673
0.000	1.350	0.352
0.000	1.100	0.630
0.000	-0.310	0.658
0.000	0.110	0.575
0.000	1.880	0.894
0.000	1.030	0.574
0.000	-0.590	0.436
0.000	-0.050	0.412
0.000	1.500	0.469
0.000	0.600	0.169
0.000	-0.650	0.390
0.000	0.070	0.464
0.000	1.130	0.113
0.000	1.020	0.624
0.000	-0.690	0.309
0.000	0.380	0.753
0.000	1.560	0.541
0.000	0.830	0.493
0.000	-0.950	0.109
0.000	0.150	0.474
0.000	1.480	0.391
0.000	0.660	0.360
0.000	-0.990	0.130
0.000	0.100	0.383
0.000	1.490	0.342
0.000	1.100	0.794
0.000	-0.640	0.502
0.000	0.430	0.730
0.000	1.850	0.682
0.000	0.760	0.493
0.000	-0.620	0.568
0.000	0.140	0.402
0.000	1.930	0.717
0.000	0.980	0.703
0.000	-0.520	0.706
0.000	0.170	0.460
0.000	1.560	0.354
0.000	0.470	0.211
0.000	-0.630	0.565
0.000	0.180	0.410
0.000	1.890	0.677
0.000	1.060	0.805
0.000	-0.800	0.444
0.000	0.380	0.642
0.000	1.680	0.428
0.000	0.740	0.499
0.000	-0.800	0.460
0.000	0.600	0.804
0.000	1.810	0.533
0.000	0.900	0.715
0.000	-0.300	0.949
0.000	0.360	0.549
0.000	1.690	0.478
0.000	0.830	0.643
0.000	-1.050	0.192
0.000	0.200	0.400
0.000	1.470	0.219
0.000	0.520	0.333
0.000	-0.530	0.684
0.000	0.340	0.503
0.000	1.000	-0.140
0.000	0.460	0.323
0.000	-0.720	0.368
0.000	0.290	0.408
0.000	1.410	0.333
0.000	0.650	0.532
0.000	-0.740	0.329
0.000	-0.130	0.025
0.000	1.090	0.055
0.000	0.120	-0.024
0.000	-1.000	0.027
0.000	-0.030	0.096
0.000	1.190	0.161
0.000	0.300	0.175
0.000	-0.840	0.178
0.000	0.030	0.150
0.000	1.390	0.364
0.000	0.030	-0.063
0.000	-1.240	-0.172
0.000	0.210	0.264
0.000	1.280	0.183
0.000	0.370	0.322
0.000	-0.800	0.287
0.000	0.070	0.126
0.000	1.400	0.313
0.000	0.240	0.188
0.000	-0.950	0.151
0.000	0.250	0.284
0.000	1.570	0.442
0.000	0.420	0.386
0.000	-1.150	0.019
0.000	-0.290	-0.209
0.000	1.260	0.080
0.000	0.280	0.168
0.000	-1.000	0.177
0.000	-0.150	-0.022
0.000	1.510	0.315
0.000	0.100	-0.028
0.000	-1.090	0.129
0.000	0.400	0.481
0.000	1.460	0.225
0.000	0.300	0.244
0.000	-1.130	0.123
0.000	0.350	0.387
0.000	1.290	0.036
0.000	-0.060	-0.050
0.000	-1.140	0.115
0.000	0.320	0.270
0.000	1.580	0.299
0.000	0.030	0.108
0.000	-1.000	0.291
0.000	0.410	0.300
0.000	0.980	-0.268
0.000	0.320	0.433
0.000	-1.130	0.090
0.000	0.000	-0.080
0.000	1.080	-0.122
0.000	-0.200	-0.107
0.000	-1.120	0.066
0.000	-0.070	-0.167
0.000	1.010	-0.154
0.000	0.300	0.359
0.000	-1.020	0.116
0.000	0.250	0.200
0.000	1.240	0.109
0.000	0.180	0.232
0.000	-1.350	-0.196
0.000	0.110	0.069
0.000	1.010	-0.146
0.000	-0.340	-0.265
0.000	-1.510	-0.338
0.000	-0.070	-0.161
0.000	1.330	0.116
0.000	0.100	0.167
0.000	-1.090	0.126
0.000	0.280	0.206
0.000	1.210	0.003
0.000	-0.250	-0.139
0.000	-1.420	-0.193
0.000	-0.070	-0.184
0.000	0.930	-0.292
0.000	0.000	0.094
0.000	-1.050	0.135
0.000	0.130	0.036
0.000	1.240	0.063
0.000	-0.160	-0.054
0.000	-1.470	-0.263
0.000	0.330	0.196
0.000	1.480	0.227
0.000	-0.240	-0.074
0.000	-1.190	0.082
0.000	0.210	0.026
0.000	0.810	-0.422
0.000	-0.440	-0.223
0.000	-1.300	-0.096
0.000	0.250	0.001
0.000	1.180	-0.030
0.000	-0.510	-0.226
0.000	-1.240	-0.030
0.000	0.130	-0.174
0.000	0.710	-0.460
0.000	-0.540	-0.217
0.000	-1.550	-0.389
0.000	-0.230	-0.539
0.000	0.700	-0.451
0.000	-0.780	-0.464
0.000	-1.820	-0.654
0.000	0.080	-0.267
0.000	0.930	-0.269
0.000	-0.400	-0.058
0.000	-1.350	-0.160
0.000	0.170	-0.174
0.000	0.700	-0.461
0.000	-0.540	-0.183
0.000	-1.370	-0.233
0.000	0.110	-0.252
0.000	0.700	-0.416
0.000	-0.820	-0.430
0.000	-1.840	-0.703
0.000	-0.140	-0.533
0.000	0.900	-0.273
0.000	-0.670	-0.288
0.000	-1.370	-0.204
0.000	-0.050	-0.429
0.000	0.730	-0.416
0.000	-0.970	-0.569
0.000	-1.920	-0.746
0.000	-0.330	-0.726
0.000	0.360	-0.808
0.000	-0.540	-0.185
0.000	-1.250	-0.144
0.000	0.050	-0.299
0.000	0.810	-0.278
0.000	-0.430	-0.097
0.000	-1.350	-0.270
0.000	0.050	-0.269
0.000	1.000	-0.090
0.000	-0.920	-0.572
0.000	-1.800	-0.662
0.000	-0.100	-0.461
0.000	0.630	-0.520
0.000	-0.540	-0.199
0.000	-1.290	-0.172
0.000	0.000	-0.330
0.000	0.700	-0.395
0.000	-0.820	-0.475
0.000	-1.780	-0.664
0.000	0.070	-0.293
0.000	0.500	-0.618
0.000	-0.680	-0.312
0.000	-1.200	-0.129
0.000	0.000	-0.367
0.000	0.680	-0.363
0.000	-0.830	-0.452
0.000	-1.480	-0.437
0.000	0.250	-0.159
0.000	0.960	-0.107
0.000	-0.600	-0.183
0.000	-1.150	-0.089
0.000	0.480	0.036
0.000	0.380	-0.626
0.000	-0.990	-0.490
0.000	-1.490	-0.504
0.000	-0.170	-0.666
0.000	0.180	-0.772
0.000	-0.980	-0.490
0.000	-1.450	-0.532
0.000	0.390	-0.142
0.000	0.880	-0.067
0.000	-1.200	-0.612
0.000	-1.640	-0.649
0.000	0.190	-0.431
0.000	0.580	-0.427
0.000	-1.000	-0.368
0.000	-1.740	-0.711
0.000	0.230	-0.414
0.000	0.370	-0.663
0.000	-1.250	-0.574
0.000	-1.530	-0.512
0.000	0.400	-0.317
0.000	0.610	-0.415
0.000	-0.950	-0.222
0.000	-1.330	-0.316
0.000	0.510	-0.236
0.000	0.810	-0.211
0.000	-1.080	-0.309
0.000	-1.710	-0.649
0.000	-0.290	-1.015
0.000	0.260	-0.790
0.000	-1.250	-0.554
0.000	-1.850	-0.798
0.000	-0.290	-0.959
0.000	0.320	-0.738
0.000	-1.040	-0.415
0.000	-1.820	-0.758
0.000	-0.300	-0.884
0.000	0.610	-0.479
0.000	-1.330	-0.759
0.000	-1.490	-0.404
0.000	-0.120	-0.695
0.000	0.300	-0.757
0.000	-0.870	-0.330
0.000	-1.140	-0.140
0.000	0.480	-0.079
0.000	0.580	-0.392
0.000	-0.740	-0.175
0.000	-1.470	-0.495
0.000	0.320	-0.238
0.000	0.480	-0.490
0.000	-0.990	-0.418
0.000	-1.220	-0.275
0.000	0.000	-0.558
0.000	0.610	-0.323
0.000	-0.960	-0.417
0.000	-1.340	-0.407
0.000	0.380	-0.182
0.000	0.950	-0.013
0.000	-0.890	-0.317
0.000	-1.220	-0.240
0.000	0.220	-0.350
0.000	0.500	-0.458
0.000	-1.560	-0.936
0.000	-1.430	-0.474
0.000	0.510	-0.188
0.000	0.520	-0.436
0.000	-1.120	-0.393
0.000	-1.300	-0.355
0.000	0.510	-0.243
0.000	0.330	-0.589
0.000	-1.070	-0.299
0.000	-1.270	-0.376
0.000	0.320	-0.451
0.000	0.160	-0.696
0.000	-1.300	-0.511
0.000	-1.390	-0.557
0.000	-0.070	-0.841
0.000	0.260	-0.562
0.000	-1.390	-0.629
0.000	-1.470	-0.651
0.000	0.250	-0.529
0.000	0.180	-0.630
0.000	-1.630	-0.815
0.000	-1.440	-0.639
0.000	0.280	-0.569
0.000	0.370	-0.439
0.000	-1.450	-0.586
0.000	-1.650	-0.815
0.000	0.140	-0.725
0.000	0.140	-0.700
0.000	-1.730	-0.842
0.000	-1.120	-0.320
0.000	0.040	-0.860
0.000	0.160	-0.606
0.000	-1.290	-0.418
0.000	-1.120	-0.385
0.000	0.350	-0.522
0.000	0.230	-0.484
0.000	-1.640	-0.739
0.000	-1.620	-0.881
0.000	0.050	-0.851
0.000	0.160	-0.596
0.000	-1.620	-0.721
0.000	-1.570	-0.802
0.000	0.050	-0.846
0.000	0.370	-0.427
0.000	-1.620	-0.727
0.000	-1.340	-0.535
0.000	0.240	-0.665
0.000	0.050	-0.734
0.000	-1.750	-0.823
0.000	-1.740	-0.940
0.000	-0.220	-1.128
0.000	-0.150	-0.948
0.000	-2.170	-1.245
0.000	-1.750	-0.953
0.000	-0.100	-1.050
0.000	-0.350	-1.129
0.000	-1.770	-0.832
0.000	-1.290	-0.567
0.000	0.080	-0.862
0.000	0.280	-0.447
0.000	-1.690	-0.751
0.000	-1.410	-0.669
0.000	0.330	-0.626
0.000	-0.220	-0.932
0.000	-1.720	-0.746
0.000	-1.490	-0.798
0.000	0.150	-0.824
0.000	0.030	-0.667
0.000	-1.630	-0.664
0.000	-1.820	-1.091
0.000	0.030	-0.919
0.000	-0.530	-1.242
0.000	-2.070	-1.101
0.000	-1.850	-1.152
0.000	0.000	-0.985
0.000	-0.600	-1.281
0.000	-1.990	-0.997
0.000	-1.790	-1.130
0.000	0.080	-0.925
0.000	-0.500	-1.151
0.000	-1.610	-0.626
0.000	-1.550	-0.928
0.000	-0.040	-0.995
0.000	-0.330	-0.941
0.000	-2.440	-1.442
0.000	-2.140	-1.488
0.000	-0.210	-1.232
0.000	-0.610	-1.277
0.000	-2.110	-1.094
0.000	-1.540	-0.911
0.000	0.160	-0.882
0.000	-0.290	-0.912
0.000	-2.230	-1.156
0.000	-1.580	-0.960
0.000	-0.040	-1.126
0.000	-0.490	-1.092
0.000	-2.240	-1.142
0.000	-1.990	-1.370
0.000	-0.220	-1.312
0.000	-0.290	-0.945
0.000	-2.290	-1.200
0.000	-1.320	-0.691
0.000	0.100	-1.015
0.000	-0.600	-1.180
0.000	-2.040	-0.925
0.000	-1.660	-1.095
0.000	-0.290	-1.372
0.000	-0.750	-1.288
0.000	-2.070	-1.016
0.000	-1.520	-1.017
0.000	-0.280	-1.309
0.000	-0.530	-1.021
0.000	-1.890	-0.900
0.000	-1.820	-1.314
0.000	-0.090	-1.062
0.000	-0.230	-0.776
0.000	-2.110	-1.136
0.000	-1.710	-1.136
0.000	-0.120	-1.094
0.000	-0.630	-1.196
0.000	-2.240	-1.255
0.000	-1.650	-1.096
0.000	-0.090	-1.088
0.000	-0.600	-1.145
0.000	-2.270	-1.258
0.000	-1.390	-0.874
0.000	-0.020	-1.051
0.000	-0.730	-1.209
0.000	-2.140	-1.102
0.000	-1.510	-1.055
0.000	-0.470	-1.475
0.000	-0.880	-1.302
0.000	-2.470	-1.466
0.000	-1.690	-1.282
0.000	-0.190	-1.216
0.000	-1.000	-1.386
0.000	-2.230	-1.204
0.000	-1.620	-1.259
0.000	-0.260	-1.280
0.000	-0.770	-1.129
0.000	-2.390	-1.362
0.000	-1.940	-1.555
0.000	-0.350	-1.377
0.000	-1.240	-1.610
0.000	-2.770	-1.711
0.000	-2.050	-1.683
0.000	-0.210	-1.310
0.000	-1.220	-1.586
0.000	-3.020	-1.862
0.000	-1.770	-1.427
0.000	-0.540	-1.722
0.000	-0.800	-1.158
0.000	-2.420	-1.268
0.000	-1.860	-1.480
0.000	-0.450	-1.581
0.000	-1.160	-1.530
0.000	-2.850	-1.701
0.000	-1.800	-1.444
0.000	-0.820	-1.952
0.000	-1.290	-1.623
0.000	-3.030	-1.898
0.000	-1.750	-1.442
0.000	-0.490	-1.650
0.000	-1.440	-1.713
0.000	-2.760	-1.598
0.000	-2.330	-2.038
0.000	-1.000	-2.120
0.000	-1.770	-2.052
0.000	-3.390	-2.256
0.000	-2.250	-1.984
0.000	-0.860	-2.019
0.000	-1.970	-2.206
0.000	-3.090	-1.934
0.000	-2.230	-2.022
0.000	-0.970	-2.114
0.000	-2.060	-2.235
0.000	-3.270	-2.122
0.000	-2.500	-2.330
0.000	-1.000	-2.148
0.000	-2.100	-2.262
0.000	-3.590	-2.414
0.000	-2.590	-2.426
0.000	-0.950	-2.155
0.000	-1.770	-1.965
0.000	-3.410	-2.195
0.000	-2.040	-1.863
0.000	-1.120	-2.330
0.000	-2.090	-2.225
0.000	-3.010	-1.839
0.000	-2.450	-2.319
0.000	-1.300	-2.419
0.000	-2.240	-2.357
0.000	-3.420	-2.313
0.000	-2.750	-2.620
0.000	-1.390	-2.478
0.000	-2.290	-2.428
0.000	-3.690	-2.595
0.000	-2.060	-1.972
0.000	-0.590	-1.759
0.000	-1.550	-1.656
0.000	-3.340	-2.133
0.000	-2.520	-2.358
0.000	-1.430	-2.600
0.000	-2.510	-2.642
0.000	-3.710	-2.543
0.000	-2.870	-2.735
0.000	-1.320	-2.493
